timestamp,ambient_C,it_load,rack_inlet_C,cooling_setpoint_C
2025-10-17 23:39:52.557960,21.652349084120434,0.5265152507466965,24.021667712480568,19.0
2025-10-17 23:40:52.557960,21.347703454443018,0.560028833424598,23.696226158619474,19.003274763889486
2025-10-17 23:41:52.557960,21.75353458953856,0.533365580866239,23.39698366446596,19.006549512170587
2025-10-17 23:42:52.557960,22.204070837122124,0.48717660635456367,23.33190608994914,19.00982422923499
2025-10-17 23:43:52.557960,21.338355437673826,0.5677990691174983,23.421757734293614,19.013098899474535
2025-10-17 23:44:52.557960,21.351250244880344,0.5383028228960512,23.027021649604276,19.016373507281283
2025-10-17 23:45:52.557960,22.27082186594676,0.5554908321690022,22.99071330132188,19.019648037047595
2025-10-17 23:46:52.557960,21.877839448249727,0.6120522543869914,22.950167717943014,19.022922473166197
2025-10-17 23:47:52.557960,21.272301160762897,0.6497282724789186,23.19172593083968,19.026196800030267
2025-10-17 23:48:52.557960,21.791244043908293,0.6122400696041717,23.16806703704316,19.029471002033503
2025-10-17 23:49:52.557960,21.301189995993614,0.6344867170532651,23.254616033673347,19.0327450635702
2025-10-17 23:50:52.557960,21.31297769119614,0.7004803421489447,23.309723260342714,19.036018969035318
2025-10-17 23:51:52.557960,21.679776087870085,0.6517601688182499,23.02434749597819,19.03929270282456
2025-10-17 23:52:52.557960,20.61511562545079,0.7553852188612158,23.171424770112548,19.04256624933446
2025-10-17 23:53:52.557960,20.72226579170466,0.6825493266029132,23.228426300649136,19.045839592962423
2025-10-17 23:54:52.557960,21.316557820757463,0.5975105292888505,23.329764517037948,19.049112718106844
2025-10-17 23:55:52.557960,21.10427057245825,0.7054700899325703,23.948810071928634,19.052385609167143
2025-10-17 23:56:52.557960,21.780801768450587,0.6973481644216114,23.66643434124962,19.05565825054386
2025-10-17 23:57:52.557960,21.18266520850754,0.7398186793407343,23.95446598286332,19.058930626638727
2025-10-17 23:58:52.557960,20.943531466474354,0.7206398561511028,23.93104242426103,19.062202721854742
2025-10-17 23:59:52.557960,22.39552045127417,0.6930163016503333,24.013480397475206,19.065474520596236
2025-10-18 00:00:52.557960,21.56282709695062,0.6537877087156645,24.02873465495656,19.06874600726896
2025-10-18 00:01:52.557960,21.7225047124164,0.6979768017034821,23.993323667962063,19.072017166280144
2025-10-18 00:02:52.557960,20.989397814013397,0.6752823411495429,23.923565251620477,19.07528798203859
2025-10-18 00:03:52.557960,21.442617527632315,0.6884536954176789,23.997738178684198,19.078558438954722
2025-10-18 00:04:52.557960,21.783312604701262,0.7370182249506032,23.80327738081926,19.08182852144069
2025-10-18 00:05:52.557960,21.165402129609134,0.7815276740193267,23.946633617841112,19.085098213910424
2025-10-18 00:06:52.557960,21.941800475736585,0.7312614942424412,23.919945494458577,19.088367500779704
2025-10-18 00:07:52.557960,21.466689360770115,0.6679035373952158,23.773747569962765,19.091636366466254
2025-10-18 00:08:52.557960,21.63422351198431,0.7333459295897627,23.740153914056798,19.094904795389795
2025-10-18 00:09:52.557960,21.492282954882022,0.7628494260225268,23.96366468054059,19.098172771972145
2025-10-18 00:10:52.557960,22.732345171230047,0.6896578936192725,23.926963835274233,19.10144028063726
2025-10-18 00:11:52.557960,21.812530979272093,0.7074419169909801,24.01268515769483,19.10470730581134
2025-10-18 00:12:52.557960,21.303501085268326,0.7118794996303184,23.92647311021784,19.10797383192288
2025-10-18 00:13:52.557960,22.256709160030248,0.6781706035240084,24.07615028277073,19.11123984340276
2025-10-18 00:14:52.557960,21.24809797997916,0.7336079467243019,24.202580374252573,19.114505324684316
2025-10-18 00:15:52.557960,21.97603740077702,0.7008358746172805,24.509548783360458,19.1177702602034
2025-10-18 00:16:52.557960,20.904858787487555,0.720390709968706,24.49397900549467,19.121034634398477
2025-10-18 00:17:52.557960,21.233691269446076,0.6660355488118558,24.605316109560693,19.124298431710674
2025-10-18 00:18:52.557960,22.009307305043052,0.6820042155320593,24.642466487821654,19.12756163658388
2025-10-18 00:19:52.557960,22.293204069457897,0.726457079884166,24.866989456015222,19.130824233464804
2025-10-18 00:20:52.557960,22.022750461906135,0.6808490296826927,24.77777742563372,19.134086206803048
2025-10-18 00:21:52.557960,21.892338921800363,0.7632303990755102,24.914937380924606,19.13734754105119
2025-10-18 00:22:52.557960,21.812708907025797,0.6767906000004684,24.900110513398662,19.140608220664863
2025-10-18 00:23:52.557960,21.237098151897445,0.7006657943344501,24.89859702289997,19.143868230102797
2025-10-18 00:24:52.557960,21.629535885858054,0.728203341412395,24.928862279238714,19.14712755382694
2025-10-18 00:25:52.557960,21.772237648533483,0.6337431424580127,24.97638585206336,19.150386176302497
2025-10-18 00:26:52.557960,22.544217142330883,0.620014788041195,24.97827029587279,19.153644081998014
2025-10-18 00:27:52.557960,22.200563870731056,0.6298125617193095,25.02549480752598,19.156901255385456
2025-10-18 00:28:52.557960,21.16033279678119,0.7421833671729605,25.271031589044703,19.160157680940284
2025-10-18 00:29:52.557960,22.21699220974944,0.6709195842055214,25.433421213776054,19.16341334314151
2025-10-18 00:30:52.557960,21.87550538780576,0.7971275175984887,25.5821671418449,19.1666682264718
2025-10-18 00:31:52.557960,21.742680533513827,0.6745416721303933,25.516952664308086,19.16992231541752
2025-10-18 00:32:52.557960,22.40007313677447,0.7073222498959828,25.40047234965147,19.17317559446883
2025-10-18 00:33:52.557960,22.62282641569643,0.7649754545172892,25.570950535284364,19.176428048119742
2025-10-18 00:34:52.557960,22.58605632991524,0.7874089085470061,25.728450942852525,19.179679660868214
